id,type,slug,display_name,ssa_site_code,ssa_office_name,region,ssa_last_updated,address1,address2,city,state,zipcode,tel_public,tel_call_back,fax,modified
1102,2,cordele-ga-fo,Cordele GA FO,C91,CORDELE GA,NULL,10/1/2020,510 E 15Th Ave,,Cordele,GA,31015,18882258869,NULL,NULL,2020-12-19 16:07:40.771+00
1103,2,warner-robins-ga-fo,Warner Robins GA FO,C92,WARNER ROBINS GA,NULL,10/1/2020,220 Carl Vinson Pkwy,,Warner Robins,GA,31088,18669317084,NULL,NULL,2020-12-19 16:07:57.815+00
1104,2,walterboro-sc-fo,Walterboro SC FO,C93,WALTERBORO SC,NULL,10/1/2020,502 Robertson Blvd,,Walterboro,SC,29488,18667082810,NULL,NULL,2020-12-19 16:07:57.793+00
1105,2,athens-tn-fo,Athens TN FO,C94,ATHENS TN,NULL,10/1/2020,921 Congress Pkwy N,,Athens,TN,37303,18669647431,NULL,NULL,2020-12-19 16:07:37.544+00
1106,2,tifton-ga-fo,Tifton GA FO,C95,TIFTON GA,NULL,10/1/2020,732 2Nd St W,,Tifton,GA,31794,18776353542,NULL,NULL,2020-12-19 16:07:57.268+00
1107,2,covington-ga-fo,Covington GA FO,C96,COVINGTON GA,NULL,10/1/2020,9180 Covington By Pass Rd,,Covington,GA,30014,18778739106,NULL,NULL,2020-12-19 16:07:40.879+00
1108,2,forest-ms-fo,Forest MS FO,C97,FOREST MS,NULL,10/1/2020,558 Deer Field Drive,,Forest,MS,39074,18668292497,NULL,NULL,2020-12-19 16:07:43.185+00
1109,2,selmer-tn-fo,Selmer TN FO,D00,SELMER TN,NULL,10/1/2020,661 Mulberry Ave,,Selmer,TN,38375,18883974814,NULL,NULL,2020-12-19 16:07:56.226+00
1110,2,asheboro-nc-fo,Asheboro NC FO,D01,ASHEBORO NC,NULL,10/1/2020,157 Dublin Square Rd,Suite K,Asheboro,NC,27203,18884726119,NULL,NULL,2020-12-19 16:07:37.486+00
1111,2,starkville-ms-fo,Starkville MS FO,D02,STARKVILLE MS,NULL,10/1/2020,1089C Stark Rd,,Starkville,MS,39759,18003056919,NULL,NULL,2020-12-19 16:07:56.951+00
1112,2,west-frankfort-fo,West frankfort FO,D04,WEST FRANKFORT,NULL,10/1/2020,1005 Factory Outlet Dr,,West Frankfort,IL,62896,18882238869,NULL,NULL,2020-12-19 16:07:58.05+00
1113,2,auburn-in-fo,Auburn IN FO,D05,AUBURN IN,NULL,10/1/2020,1240 South Grandstaff Dr,,Auburn,IN,46706,18668292170,NULL,NULL,2020-12-19 16:07:37.641+00
1114,2,alexandria-mn-fo,Alexandria MN FO,D06,ALEXANDRIA MN,NULL,10/1/2020,2633 Jefferson St,Suite 701,Alexandria,MN,56308,18882248869,NULL,NULL,2020-12-19 16:07:37.154+00
1115,2,milw-west-wi-fo,Milw-WEST WI FO,D08,MILW-WEST WI,NULL,10/1/2020,5020 W North Ave,,Milwaukee,WI,53208,18667168594,NULL,NULL,2020-12-19 16:07:49.953+00
1116,2,livonia-mi-fo,Livonia MI FO,D09,LIVONIA MI,NULL,10/1/2020,34010 Plymouth Road,,Livonia,MI,48150,18669647371,NULL,NULL,2020-12-19 16:07:48.148+00
1117,2,gallipolis-oh-fo,Gallipolis OH FO,D12,GALLIPOLIS OH,NULL,10/1/2020,2455 State Route 160,,Gallipolis,OH,45631,18883976343,NULL,NULL,2020-12-19 16:07:43.664+00
1118,2,fremont-oh-fo,Fremont OH FO,D13,FREMONT OH,NULL,10/1/2020,2220 Enterprise Street,,Fremont,OH,43420,18666144760,NULL,NULL,2020-12-19 16:07:43.498+00
1119,2,sterling-heights-fo,Sterling heights FO,D14,STERLING HEIGHTS,NULL,10/1/2020,7385 Triangle Drive,,Sterling Heights,MI,48314,18886194768,NULL,NULL,2020-12-19 16:07:57.005+00
1120,2,lawrence-ks-fo,Lawrence KS FO,D15,LAWRENCE KS,NULL,10/1/2020,1440 Wakarusa,Ste 200,Lawrence,KS,66049,18666982561,NULL,NULL,2020-12-19 16:07:47.639+00
1121,2,st-tammany-la-fo,St Tammany LA FO,D18,ST TAMMANY LA,NULL,10/1/2020,64285 Highway 434,,Lacombe,LA,70445,18668878997,NULL,NULL,2020-12-19 16:07:56.864+00
1122,2,waxahachie-tx-fo,Waxahachie TX FO,D20,WAXAHACHIE TX,NULL,10/1/2020,100 Dean Box Drive,,Waxahachie,TX,75165,18665631912,NULL,NULL,2020-12-19 16:07:57.956+00
1123,2,durant-ok-fo,Durant OK FO,D21,DURANT OK,NULL,10/1/2020,121 S 12Th Ave,,Durant,OK,74701,18664950042,NULL,NULL,2020-12-19 16:07:41.788+00
1124,2,fergus-falls-mn-fo,Fergus Falls MN FO,D22,FERGUS FALLS MN,NULL,10/1/2020,1023 W Lincoln Ave,,Fergus Falls,MN,56537,18774020827,NULL,NULL,2020-12-19 16:07:42.943+00
1125,2,aurora-co-fo,Aurora CO FO,D24,AURORA CO,NULL,10/1/2020,14280 E Jewell Ave,Suite 250,Aurora,CO,80012,18669319965,NULL,NULL,2020-12-19 16:07:37.695+00
1126,2,montrose-co-fo,Montrose CO FO,D26,MONTROSE CO,NULL,10/1/2020,1805 Pavilion Dr,,Montrose,CO,81401,18667581317,NULL,NULL,2020-12-19 16:07:50.152+00
1127,2,south-jordan-fo,South jordan FO,D28,SOUTH JORDAN,NULL,10/1/2020,10138 S Jordan Gtwy,,South Jordan,UT,84095,18666901947,NULL,NULL,2020-12-19 16:07:56.546+00
1128,2,canon-city-co-fo,Canon City CO FO,D29,CANON CITY CO,NULL,10/1/2020,115 N 10Th St,,Canon City,CO,81212,18662725728,NULL,NULL,2020-12-19 16:07:39.002+00
1129,2,sheridan-wy-fo,Sheridan WY FO,D31,SHERIDAN WY,NULL,10/1/2020,2268 N Main St,,Sheridan,WY,82801,18665307798,NULL,NULL,2020-12-19 16:07:56.304+00
1130,2,yankton-sd-fo,Yankton SD FO,D33,YANKTON SD,NULL,10/1/2020,1818 Broadway Ave,Suite 2,Yankton,SD,57078,18774053522,NULL,NULL,2020-12-19 16:07:58.436+00
1131,2,redwood-city-ca-fo,Redwood City CA FO,D34,REDWOOD CITY CA,NULL,10/1/2020,601 Allerton St,2Nd Floor,Redwood City,CA,94063,18888605582,NULL,NULL,2020-12-19 16:07:55.03+00
1132,2,auburn-ca-fo,Auburn CA FO,D35,AUBURN CA,NULL,10/1/2020,11855 Edgewood Rd,,Auburn,CA,95603,18669316087,NULL,NULL,2020-12-19 16:07:37.633+00
1133,2,garden-grove-ca-fo,Garden Grove CA FO,D36,GARDEN GROVE CA,NULL,10/1/2020,11900 Gilbert St,,Garden Grove,CA,92841,18776693115,NULL,NULL,2020-12-19 16:07:43.693+00
1134,2,campbell-ca-fo,Campbell CA FO,D38,CAMPBELL CA,NULL,10/1/2020,770 W Hamilton Ave,,Campbell,CA,95008,18663485832,NULL,NULL,2020-12-19 16:07:38.966+00
1135,2,brea-ca-fo,Brea CA FO,D39,BREA CA,NULL,10/1/2020,3230 E Imperial Hwy,Suite 150 1St Floor,Brea,CA,92821,18665932757,NULL,NULL,2020-12-19 16:07:38.539+00
1136,2,kearny-mesa-ca-fo,Kearny Mesa CA FO,D41,KEARNY MESA CA,NULL,10/1/2020,8505 Aero Dr,,San Diego,CA,92123,18663316397,NULL,NULL,2020-12-19 16:07:46.745+00
1137,2,wilshire-center-ca-fo,Wilshire Center CA FO,D44,WILSHIRE CENTER,NULL,10/1/2020,4000 Wilshire Blvd,Wilshire Center,Los Angeles,CA,90010,18669647592,NULL,NULL,2020-12-19 16:07:58.253+00
1138,2,alhambra-ca-fo,Alhambra CA FO,D46,ALHAMBRA CA,NULL,10/1/2020,900 S Garfield Ave,,Alhambra,CA,91801,18662276561,NULL,NULL,2020-12-19 16:07:37.176+00
1139,2,suisun-city-ca-fo,Suisun City CA FO,D47,SUISUN CITY CA,NULL,10/1/2020,700 Main Street,Suite 220,Suisun City,CA,94585,18669645021,NULL,NULL,2020-12-19 16:07:57.067+00
1140,2,san-leandro-ca-fo,San Leandro CA FO,D48,SAN LEANDRO CA,NULL,10/1/2020,320 Davis Street,,San Leandro,CA,94577,18663312181,NULL,NULL,2020-12-19 16:07:55.859+00
1141,2,north-las-vegas-nv-fo,North Las Vegas NV FO,D49,NORTH LAS VEGAS NV,NULL,10/1/2020,4340 Simmons Street,,North Las Vegas,NV,89032,18666149667,NULL,NULL,2020-12-19 16:07:50.86+00
1142,2,mt-vernon-wa-fo,Mt Vernon WA FO,D50,MT VERNON WA,NULL,10/1/2020,710 E College Way,Suite A,Mt Vernon,WA,98273,18669317108,NULL,NULL,2020-12-19 16:07:50.32+00
1143,2,puyallup-wa-fo,Puyallup WA FO,D51,PUYALLUP WA,NULL,10/1/2020,811 South Hill Park Dr,Suite A,Puyallup,WA,98373,18558869627,NULL,NULL,2020-12-19 16:07:54.872+00
1144,2,warrenton-or-fo,Warrenton OR FO,D52,WARRENTON OR,NULL,10/1/2020,1479 Se Discovery Ln,Ste 104,Warrenton,OR,97146,18778405743,NULL,NULL,2020-12-19 16:07:57.83+00
1145,2,bend-or-fo,Bend OR FO,D53,BEND OR,NULL,10/1/2020,250 Nw Franklin Ave,Suite 201,Bend,OR,97703,18774050302,NULL,NULL,2020-12-19 16:07:38.071+00
1146,2,centralia-wa-fo,Centralia WA FO,D54,CENTRALIA WA,NULL,10/1/2020,1821 Cooks Hill Rd,Ste 100,Centralia,WA,98531,18558487942,NULL,NULL,2020-12-19 16:07:39.147+00
1147,2,lynnwood-wa-fo,Lynnwood WA FO,D55,LYNNWOOD WA,NULL,10/1/2020,18905 33Rd Ave W,Suite 207,Lynnwood,WA,98036,18775755197,NULL,NULL,2020-12-19 16:07:48.663+00
1148,2,canarsie-ny-fo,Canarsie NY FO,D57,CANARSIE NY,NULL,10/1/2020,1871 Rockaway Parkway,,Brooklyn,NY,11236,18666677342,NULL,NULL,2020-12-19 16:07:38.991+00
1149,2,hylan-blvd-ny-fo,Hylan Blvd NY FO,D58,HYLAN BLVD NY,NULL,10/1/2020,1510 Hylan Blvd,2Nd Floor,Staten Island,NY,10305,18774571736,NULL,NULL,2020-12-19 16:07:45.711+00
1150,2,belleville-il-fo,Belleville IL FO,D59,BELLEVILLE IL,NULL,10/1/2020,1670 Lebanon Ave,Lake Christine Center,Belleville,IL,62221,18774050471,NULL,NULL,2020-12-19 16:07:38.025+00
1151,2,indianapolis-nw-in-fo,Indianapolis NW IN FO,D60,INDIANAPOLIS NORTHWEST,NULL,10/1/2020,6745 Network Pl,,Indianapolis,IN,46278,18662182309,NULL,NULL,2020-12-19 16:07:45.799+00
1152,2,merrillville-in-fo,Merrillville IN FO,D61,MERRILLVILLE IN,NULL,10/1/2020,1438 E 85Th Ave,,Merrillville,IN,46410,18776923142,NULL,NULL,2020-12-19 16:07:49.677+00
1153,2,columbus-east-fo,Columbus EAST FO,D62,COLUMBUS EAST,NULL,10/1/2020,220 S Hamilton Rd,,Columbus,OH,43213,18665920733,NULL,NULL,2020-12-19 16:07:40.498+00
1154,2,columbus-north-fo,Columbus NORTH FO,D63,COLUMBUS NORTH,NULL,10/1/2020,1051 Worthington Woods,,Worthington,OH,43085,18667890957,NULL,NULL,2020-12-19 16:07:40.575+00
1155,2,houston-downtown-tx-(area-support-unit)-fo,Houston Downtown Tx (area support unit) FO,D64,HOUSTON DOWNTOWN TX (AREA SUPPORT UNIT),NULL,10/1/2020,8989 Lakes At 610 Dr,Area Support Unit,Houston,TX,77054,18665932846,NULL,NULL,2020-12-19 16:07:45.543+00
1156,2,jackson-al-fo,Jackson AL FO,D68,JACKSON AL,NULL,10/1/2020,4249 N College Ave,,Jackson,AL,36545,18774764484,NULL,NULL,2020-12-19 16:07:46.058+00
1157,2,sikeston-mo-fo,Sikeston MO FO,D77,SIKESTON MO,NULL,10/1/2020,711 York Dr,,Sikeston,MO,63801,18669644261,NULL,NULL,2020-12-19 16:07:56.363+00
1158,2,st-croix-vi-fo,St Croix VI FO,D79,ST CROIX VI,NULL,10/1/2020,Suite 4,4094 Diamond Ruby,Christiansted,VI,820,18662090446,NULL,NULL,2020-12-19 16:07:56.748+00
1159,2,jackson-ky-fo,Jackson KY FO,D80,JACKSON KY,NULL,10/1/2020,850 Hwy 15 N,,Jackson,KY,41339,18663664920,NULL,NULL,2020-12-19 16:07:46.135+00
1161,2,williamson-wv-fo,Williamson WV FO,D89,WILLIAMSON WV,NULL,10/1/2020,146 East First Ave,,Williamson,WV,25661,18887593920,NULL,NULL,2020-12-19 16:07:58.211+00
1162,2,bozeman-mt-fo,Bozeman MT FO,D92,BOZEMAN MT,NULL,10/1/2020,3205 N 27Th Avenue,,Bozeman,MT,59718,18774055473,NULL,NULL,2020-12-19 16:07:38.492+00
1163,2,north-flint-mi-fo,North Flint MI FO,E00,NORTH FLINT MI,NULL,10/1/2020,2021 W. Carpenter Rd,,Flint,MI,48505,18777489766,NULL,NULL,2020-12-19 16:07:50.851+00
1164,2,saipan-mp-fo,Saipan MP FO,E02,SAIPAN MP,NULL,10/1/2020,Marina Heights Business Park,Mh Ii Bldg Suite 201,Saipan,MP,96950,18556166449,NULL,NULL,2020-12-19 16:07:55.574+00
1165,2,back-of-the-yards-il-fo,Back of the Yards IL FO,E05,BACK OF THE YARDS,NULL,10/1/2020,4631 S Ashland Ave,,Chicago,IL,60609,18778970608,NULL,NULL,2020-12-19 16:07:37.755+00
1166,2,southeast-fresno-ca-fo,SouthEAST Fresno CA FO,E08,SOUTHEAST FRESNO CA,NULL,10/1/2020,5140 E Olive Ave,,Fresno,CA,93727,18663664918,NULL,NULL,2020-12-19 16:07:56.588+00
1167,2,brick-nj-fo,Brick NJ FO,E21,BRICK NJ,NULL,10/1/2020,2620 Yorktowne Blvd,,Brick,NJ,8723,18774055870,NULL,NULL,2020-12-19 16:07:38.569+00
1168,2,el-paso-downtown-tx-fo,El Paso Downtown TX FO,E24,EL PASO DOWNTOWN TX,NULL,10/1/2020,600 Texas Ave,,El Paso,TX,79901,18669646229,NULL,NULL,2020-12-19 16:07:42.283+00
1169,2,greenfield-wi-fo,Greenfield WI FO,E26,GREENFIELD WI,NULL,10/1/2020,8455 W Layton Ave,,Greenfield,WI,53228,18776002856,NULL,NULL,2020-12-19 16:07:44.062+00
1170,2,oroville-ca-fo,Oroville CA FO,E27,OROVILLE CA,NULL,10/1/2020,115 Table Mountain Bl,,Oroville,CA,95965,18663317130,NULL,NULL,2020-12-19 16:07:52.121+00
1171,2,north-sacramento-fo,North sacramento FO,E28,NORTH SACRAMENTO,NULL,10/1/2020,2424 Arden Way,Suite 200,Sacramento,CA,95825,18557829153,NULL,NULL,2020-12-19 16:07:50.888+00
1172,2,west-sacramento-ca-fo,West Sacramento CA FO,E29,WEST SACRAMENTO CA,NULL,10/1/2020,825 Riverside Parkway,Ste 1000,West Sacramento,CA,95605,18667268136,NULL,NULL,2020-12-19 16:07:58.097+00
1173,2,glendora-ca-fo,Glendora CA FO,E31,GLENDORA CA,NULL,10/1/2020,1165 E Route 66,,Glendora,CA,91740,18669646045,NULL,NULL,2020-12-19 16:07:43.82+00
1174,2,poteau-ok-fo,Poteau OK FO,E32,POTEAU OK,NULL,10/1/2020,1306 Tarby Rd,,Poteau,OK,74953,18774057697,NULL,NULL,2020-12-19 16:07:54.717+00
1175,2,fort-worth-south-tx-fo,Fort Worth South TX FO,E35,FORT WORTH SOUTH TX,NULL,10/1/2020,2901 Altamesa Blvd,,Fort Worth,TX,76133,18666132745,NULL,NULL,2020-12-19 16:07:43.314+00
1176,2,baton-rouge-north-la-fo,Baton Rouge North LA FO,E36,BATON ROUGE NORTH LA,NULL,10/1/2020,4332 Harding Blvd,,Baton Rouge,LA,70807,18884870143,NULL,NULL,2020-12-19 16:07:37.944+00
1177,2,sherwood-ar-fo,Sherwood AR FO,E37,SHERWOOD AR,NULL,10/1/2020,3608 East Kiehl Ave,,Sherwood,AR,72120,18775123854,NULL,NULL,2020-12-19 16:07:56.321+00
1178,2,indio-ca-fo,Indio CA FO,E39,INDIO CA,NULL,10/1/2020,46845 Monroe Street,,Indio,CA,92201,18773195758,NULL,NULL,2020-12-19 16:07:45.844+00
1179,2,san-jose-south-fo,San Jose SOUTH FO,E41,SAN JOSE SOUTH,NULL,10/1/2020,6140 Cottle Road,,San Jose,CA,95123,18883831180,NULL,NULL,2020-12-19 16:07:55.829+00
1180,2,san-marcos-tx-fo,San Marcos TX FO,E44,SAN MARCOS TX,NULL,10/1/2020,900 Bugg Lane,Suite 200,San Marcos,TX,78666,18663888515,NULL,NULL,2020-12-19 16:07:55.886+00
1181,2,georgetown-tx-fo,Georgetown TX FO,E45,GEORGETOWN TX,NULL,10/1/2020,Suite 150,3010 Williams Dr,Georgetown,TX,78628,18775314699,NULL,NULL,2020-12-19 16:07:43.757+00
1182,2,postal-plaza-dc-fo,Postal Plaza DC FO,E63,POSTAL PLAZA DC,NULL,10/1/2020,1905-B 9Th St Ne,Postal Plaza Shpg Ctr,Washington,DC,20018,18667374470,NULL,NULL,2020-12-19 16:07:54.684+00
1183,2,dallas-pleasant-grove-fo,Dallas Pleasant grove FO,E64,DALLAS PLEASANT GROVE,NULL,10/1/2020,2300 Dunson Dr,,Balch Springs,TX,75180,18555311683,NULL,NULL,2020-12-19 16:07:41.163+00
1184,2,columbus-west-fo,Columbus WEST FO,E65,COLUMBUS WEST,NULL,10/1/2020,1060 Georgesville Road,,Columbus,OH,43228,18666560178,NULL,NULL,2020-12-19 16:07:40.621+00
1185,2,vidalia-ga-fo,Vidalia GA FO,E69,VIDALIA GA,NULL,10/1/2020,104 W Third St,,Vidalia,GA,30474,18669312518,NULL,NULL,2020-12-19 16:07:57.707+00
1186,2,greece-ny-fo,Greece NY FO,E72,GREECE NY,NULL,10/1/2020,4050 W Ridge Rd,2Nd Floor,Rochester,NY,14626,18663312204,NULL,NULL,2020-12-19 16:07:43.983+00
1187,2,st-louis-north-county-fo,St Louis North county FO,E76,ST LOUIS NORTH COUNTY,NULL,10/1/2020,11753 W Florissant Ave,,Florissant,MO,63033,18669312871,NULL,NULL,2020-12-19 16:07:56.796+00
1188,2,roseville-ca-fo,Roseville CA FO,E77,ROSEVILLE CA,NULL,10/1/2020,910 Cirby Way,,Roseville,CA,95661,18663487830,NULL,NULL,2020-12-19 16:07:55.452+00
1189,2,placerville-ca-fo,Placerville CA FO,E78,PLACERVILLE CA,NULL,10/1/2020,3916 Missouri Flat Rd,Suite A,Placerville,CA,95667,18775455497,NULL,NULL,2020-12-19 16:07:54.039+00
1190,2,south-sacramento-ca-fo,South Sacramento CA FO,E79,SOUTH SACRAMENTO CA,NULL,10/1/2020,40 Massie Circle,,Sacramento,CA,95823,18667083208,NULL,NULL,2020-12-19 16:07:56.568+00
1191,2,cocoa-fl-fo,Cocoa FL FO,E98,COCOA FL,NULL,10/1/2020,310 Canaveral Groves,,Cocoa,FL,32926,18669640798,NULL,NULL,2020-12-19 16:07:40.093+00
1192,2,newnan-ga-fo,Newnan GA FO,I15,NEWNAN GA,NULL,10/1/2020,246 Bullsboro Dr,Suite B,Newnan,GA,30263,18558633561,NULL,NULL,2020-12-19 16:07:50.685+00
1193,2,show-low-az-fo,Show Low AZ FO,I60,SHOW LOW AZ,NULL,10/1/2020,2500 E Cooley  Ste 407,,Show Low,AZ,85901,18778507831,NULL,NULL,2020-12-19 16:07:56.33+00
1194,8,new-york-ro,New York RO,R2,New York RO,NULL,10/1/2020,"26 Federal Plaza, Room 34-102",NULL,New York,NY,10278,12122644036,NULL,18336311019,2020-12-19 16:07:50.633+00
1195,8,philadelphia-ro,Philadelphia RO,R3,Philadelphia RO,NULL,10/1/2020,"300 Spring Garden St, 4th Fl",NULL,Philadelphia,PA,19123,12155979980,NULL,18336130470,2020-12-19 16:07:53.636+00
1196,3,boston-ma-dds,Boston MA DDS,S24,NULL,NULL,12/10/2020,"135 Santilli Highway, Suite 310",NULL,Everett,MA,2149,NULL,NULL,NULL,2021-10-30 15:20:56.345+00
1197,8,boston-ma-ro,Boston MA RO,X23,NULL,1,10/1/2020,"Thomas P. O'Neill, Jr. Federal Building","10 Causeway Street, Suite 565",Boston,MA,2222,18888707578,NULL,18336130456,2020-12-19 16:07:38.438+00
1198,4,hartford-ct-ho,Hartford CT HO,X68,NULL,1,10/1/2020,William R. Cotter Federal Building,"135 High Street, Room 331",Hartford,CT,06103-1193,18669312878,NULL,18333590111,2020-12-19 16:07:44.55+00
1199,4,lawrence-ma-ho,Lawrence MA HO,T21,NULL,1,10/1/2020,Suite 301,439 South Union Street,Lawrence,MA,1843,18774059189,NULL,18337750565,2020-12-19 16:07:47.668+00
1200,4,manchester-nh-ho,Manchester NH HO,Y06,NULL,1,10/1/2020,Suite 303,1750 Elm Street,Manchester,NH,3104,18883187973,NULL,18335630487,2020-12-19 16:07:48.958+00
1201,4,new-haven-ct-ho,New Haven CT HO,Y05,NULL,1,10/1/2020,Connecticut Financial Center,"157 Church Street, 7Th Floor",New Haven,CT,6510,18666132750,NULL,18335630485,2020-12-19 16:07:50.526+00
1202,4,portland-me-ho,Portland ME HO,X33,NULL,1,10/1/2020,Suite 600,One Portland Square,Portland,ME,04101-4092,18777012137,NULL,18336320069,2020-12-19 16:07:54.331+00
1203,4,providence-ri-ho,Providence RI HO,Y04,NULL,1,10/1/2020,"10Th Floor, Suite 1000W",155 Westminster Street,Providence,RI,2903,18775834082,NULL,18335630483,2020-12-19 16:07:54.822+00
1204,4,springfield-ma-ho,Springfield MA HO,X67,NULL,1,10/1/2020,Suite 450,1441 Main Street,Springfield,MA,1103,18669645058,NULL,18333590109,2020-12-19 16:07:56.676+00
1205,8,new-york-ny-ro,New York NY RO,X24,NULL,2,10/1/2020,Room 34-102,26 Federal Plaza,New York,NY,10278,12122644036,NULL,18336311019,2020-12-19 16:07:50.623+00
1206,4,albany-ny-ho,Albany NY HO,X37,NULL,2,10/1/2020,2Nd Floor,12 Corporate Woods Boulevard,Albany,NY,12211,18666433035,NULL,18336590413,2020-12-19 16:07:37.011+00
1207,4,bronx-ny-ho,Bronx NY HO,X36,NULL,2,10/1/2020,2Nd Floor - Suite 200,220 East 161St Street,Bronx,NY,10451,18665639573,NULL,18336320077,2020-12-19 16:07:38.658+00
1208,4,buffalo-ny-ho,Buffalo NY HO,X34,NULL,2,10/1/2020,2Nd Floor,130 Delaware Avenue,Buffalo,NY,14202,18663485819,NULL,18336320071,2020-12-19 16:07:38.802+00
1209,4,jersey-city-nj-ho,Jersey City NJ HO,T2E,NULL,2,10/1/2020,Second Floor,325 West Side Avenue,Jersey City,NJ,7305,18777737451,NULL,18337210877,2020-12-19 16:07:46.403+00
1210,4,central-islip-ny-ho,Central Islip NY HO,X70,NULL,2,10/1/2020,730 Federal Plaza,,Central Islip,NY,11722,18669314494,NULL,18333590115,2020-12-19 16:07:39.132+00
1211,4,mayaguez-pr-ho,Mayaguez PR HO,Y61,NULL,2,10/1/2020,Medical Emporium Building,"351 Ave Hostos, Suite 301",Mayaguez,PR,00680-1507,18662381384,NULL,18335110333,2020-12-19 16:07:49.236+00
1212,4,newark-nj-ho,Newark NJ HO,X01,NULL,2,10/1/2020,3Rd Floor,1100 Raymond Boulevard,Newark,NJ,7102,18774059798,NULL,18337790460,2020-12-19 16:07:50.658+00
1213,4,new-york-ny-ho,New York NY HO,X82,NULL,2,10/1/2020,Room 2909,26 Federal Plaza,New York,NY,10278-0035,18774056744,NULL,18339852296,2020-12-19 16:07:50.614+00
1214,4,ponce-pr-ho,Ponce PR HO,Y62,NULL,2,10/1/2020,Suite 302,880 Tito Castro Avenue,Ponce,PR,00716-4735,18662171507,NULL,18335110335,2020-12-19 16:07:54.144+00
1215,4,jamaica-ny-ho,Jamaica NY HO,X35,NULL,2,10/1/2020,Joseph P Addabbo Federal Building,"155-10 Jamaica Avenue, 2Nd Floor",Jamaica,NY,11432,18669316092,NULL,18336320075,2020-12-19 16:07:46.313+00
1216,4,rochester-ny-ho,Rochester NY HO,Y77,NULL,2,10/1/2020,"U.S. Federal Building, Room 4140",100 State Street,Rochester,NY,14614,18663313271,NULL,18335110339,2020-12-19 16:07:55.326+00
1217,4,san-juan-pr-ho,San Juan PR HO,Y60,NULL,2,10/1/2020,"Capital Office Building, 10Th Floor",800 Ponce De Leon Avenue,San Juan,PR,907,18662620047,NULL,18335110331,2020-12-19 16:07:55.849+00
1218,4,pennsauken-nj-ho,Pennsauken NJ HO,T16,NULL,2,10/1/2020,2475 Mcclellan Avenue,,Pennsauken,NJ,8109,18669645769,NULL,18339422183,2020-12-19 16:07:53.187+00
1219,4,syracuse-ny-ho,Syracuse NY HO,X02,NULL,2,10/1/2020,5Th Floor,300 S. State Street,Syracuse,NY,13202,18886556477,NULL,18337790462,2020-12-19 16:07:57.112+00
1220,4,white-plains-ny-ho,White Plains NY HO,Y07,NULL,2,10/1/2020,Suite 202,75 South Broadway,White Plains,NY,10601,18776916146,NULL,18335630489,2020-12-19 16:07:58.134+00
1221,8,philadelphia-pa-ro,Philadelphia PA RO,X25,NULL,3,10/1/2020,4Th Floor,300 Spring Garden Street,Philadelphia,PA,19123,12155979980,NULL,18336130470,2020-12-19 16:07:53.606+00
1222,1,baltimore-md-ncac,Baltimore MD NCAC,,NULL,3,10/1/2020,Woodlawn Office Complex Building,1718 Woodlawn Drive,Baltimore,MD,21207,14109650134,NULL,18335160367,2020-12-19 16:07:37.805+00
1223,9,towson-md-nhc,Towson MD NHC,T0T,NULL,3,10/1/2020,Suite 450,849 Fairmount Avenue,Towson,MD,21286,18777115019,NULL,18336311016,2020-12-19 16:07:57.399+00
1224,9,baltimore-md-nhc-so,Baltimore MD NHC-SO,T2W,NULL,3,10/1/2020,Suite 1311,1718 Woodlawn Drive,Baltimore,MD,21207,14109658795,NULL,18336311016,2020-12-19 16:07:37.82+00
1225,4,charleston-wv-ho,Charleston WV HO,Y09,NULL,3,10/1/2020,Suite 100,500 Quarrier Street,Charleston,WV,25301,18885279325,NULL,18335740712,2020-12-19 16:07:39.204+00
1226,4,charlottesville-va-ho,Charlottesville VA HO,X39,NULL,3,10/1/2020,2Nd Floor,1470 Pantops Mountain Place,Charlottesville,VA,22911,18666132969,NULL,18336590418,2020-12-19 16:07:39.269+00
1227,4,dover-de-ho,Dover DE HO,T40,NULL,3,10/1/2020,Blue Hen Corporate Center,"655 S. Bay Road, Suite 3I",Dover,DE,19901,18774053671,NULL,18334140625,2020-12-19 16:07:41.709+00
1228,4,elkins-park-pa-ho,Elkins Park PA HO,T26,NULL,3,10/1/2020,Suite 250,8380 Old York Road,Elkins Park,PA,19027,18669647369,NULL,18337190410,2020-12-19 16:07:42.425+00
1229,1,falls-church-va-ncac,Falls Church VA NCAC,9O2,NULL,3,10/1/2020,"One Skyline Tower, 12Th Floor",5107 Leesburg Pike,Falls Church,VA,22041,17036057555,NULL,18335160390,2020-12-19 16:07:42.796+00
1230,9,falls-church-va-nhc-co,Falls Church VA NHC-CO,Y40,NULL,3,10/1/2020,"One Skyline Tower, Suite 700",5107 Leesburg Pike,Falls Church,VA,22041,17036058405,NULL,17036058492,2020-12-19 16:07:42.822+00
1231,9,falls-church-va-nhc,Falls Church VA NHC,T0D,NULL,3,10/1/2020,"One Skyline Tower, Suites 105A, 109A, And 1504",5107 Leesburg Pike,Falls Church,VA,22041,18772293532,NULL,18337960379,2020-12-19 16:07:42.81+00
1232,4,harrisburg-pa-ho,Harrisburg PA HO,Y10,NULL,3,10/1/2020,8Th Floor,2 North 2Nd Street,Harrisburg,PA,17101,18883523691,NULL,18335740714,2020-12-19 16:07:44.492+00
